"Title","Link"
"Flow field tomography with uncertainty quantification using a Bayesian physics-informed neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127329248&doi=10.1088%2f1361-6501%2fac5437&partnerID=40&md5=25e95ee9d5645a8cbb964e724439cb51"
"Solution and parameter identification of a fixed-bed reactor model for catalytic co2 methanation using physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117881983&doi=10.3390%2fcatal11111304&partnerID=40&md5=6ce981b540ca4886ed23c1fdedfc80bb"
"Network-scale traffic prediction via knowledge transfer and regional MFD analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131098775&doi=10.1016%2fj.trc.2022.103719&partnerID=40&md5=42cc6ec5698a2ce553c7b1a3c6b3025e"
"Rogue waves, classical lump solutions and generalized lump solutions for Sawada-Kotera-like equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125536146&doi=10.1142%2fS0217979222500448&partnerID=40&md5=773c2dccc0e6a785476b181cb233d7ea"
"Physics-informed neural network methods based on Miura transformations and discovery of new localized wave solutions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145021675&doi=10.1016%2fj.physd.2022.133629&partnerID=40&md5=ba40f3bbab221dc28eead56ab326911f"
"Multi-domain physics-informed neural network for solving forward and inverse problems of steady-state heat conduction in multilayer media","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143348240&doi=10.1063%2f5.0116038&partnerID=40&md5=e5ef83aabd602ef850a11dc2540b8ae3"
"Microcontroller Unit Chip Temperature Fingerprint Informed Machine Learning for IIoT Intrusion Detection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135735349&doi=10.1109%2fTII.2022.3195287&partnerID=40&md5=a94890481dc083fe9924ef55187f2505"
"Physics-Informed Neural Networks for Brain Hemodynamic Predictions Using Medical Imaging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127053571&doi=10.1109%2fTMI.2022.3161653&partnerID=40&md5=6d563144e3701f1a06fbec18f4fdac99"
"Coupled physics-deep learning inversion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113855373&doi=10.1016%2fj.cageo.2021.104917&partnerID=40&md5=ff1813510de2b205ef9d0df07d418411"
"A physics-informed deep convolutional neural network for simulating and predicting transient Darcy flows in heterogeneous reservoirs without labeled data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123771571&doi=10.1016%2fj.petrol.2022.110179&partnerID=40&md5=bb53f3e2b8b455d505626f78c024bbe5"
"Physics-informed neural networks for corrosion-fatigue prognosis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083990528&doi=10.36001%2fphmconf.2019.v11i1.814&partnerID=40&md5=e32378b36e62eb94c9f4ec009bc1d9c8"
"Physics-informed dynamic mode decomposition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149668106&doi=10.1098%2frspa.2022.0576&partnerID=40&md5=633173721f574ee5f894cd493abd451e"
"Uncertainty Quantification in Estimating Blood Alcohol Concentration From Transdermal Alcohol Level With Physics-Informed Neural Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123385117&doi=10.1109%2fTNNLS.2022.3140726&partnerID=40&md5=37d6fbe68c9dba58bf17c4d9be1adf5f"
"Physics-informed machine learning modeling for predictive control using noisy data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135776253&doi=10.1016%2fj.cherd.2022.07.035&partnerID=40&md5=58656f3503beadbb4dd8845478e4af23"
"A physics-informed multi-agents model to predict thermo-oxidative/hydrolytic aging of elastomers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129429166&doi=10.1016%2fj.ijmecsci.2022.107236&partnerID=40&md5=f4f761f5f525235249ea670649f10fd9"
"Digital rheometer twins: Learning the hidden rheology of complex fluids through rheology-informed graph neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129937709&doi=10.1073%2fpnas.2202234119&partnerID=40&md5=ba66313ca46fa3d2d4205da7bdf1c547"
"Parameter Estimation of Power Electronic Converters with Physics-Informed Machine Learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130501937&doi=10.1109%2fTPEL.2022.3176468&partnerID=40&md5=025f595b5e98c6d032d9145293a970f3"
"Physics-Informed Neural Networks for Optimal Planar Orbit Transfers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124038161&doi=10.2514%2f1.A35138&partnerID=40&md5=f59ba2f79ede3ab29dbf28735953a134"
"Fundamentals of physics-informed neural networks applied to solve the reynolds boundary value problem","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113973923&doi=10.3390%2flubricants9080082&partnerID=40&md5=43cca552e82588c1d95d825d337c2532"
"Physics-informed neural networks for non-Newtonian fluid thermo-mechanical problems: An application to rubber calendering process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134251748&doi=10.1016%2fj.engappai.2022.105176&partnerID=40&md5=43322c6279902347e5cb96e5451390f3"
"A Physics-Informed Neural Network-based Topology Optimization (PINNTO) framework for structural optimization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145663805&doi=10.1016%2fj.engstruct.2022.115484&partnerID=40&md5=499dd403d2be135cc36fa1d8657a5828"
"The Fermi–Pasta–Ulam–Tsingou recurrence for discrete systems: Cascading mechanism and machine learning for the Ablowitz–Ladik equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133422670&doi=10.1016%2fj.cnsns.2022.106664&partnerID=40&md5=c2171fd86f7a7c6573f269b805cf29a1"
"Physics-informed deep learning for one-dimensional consolidation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101592101&doi=10.1016%2fj.jrmge.2020.09.005&partnerID=40&md5=cd7e34fc1bec81b0983a16136a6101db"
"Solving Inverse Heat Transfer Problems without Surrogate Models: A Fast, Data-Sparse, Physics Informed Neural Network Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134516771&doi=10.1115%2f1.4053800&partnerID=40&md5=86910eaf6bb2372160af0d1e7e23aa97"
"Improved Architectures and Training Algorithms for Deep Operator Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132971288&doi=10.1007%2fs10915-022-01881-0&partnerID=40&md5=f937dcf9645887f74d89d36c0a633540"
"Visualization of hydraulic fracture using physics-informed clustering to process ultrasonic shear waves","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097760780&doi=10.1016%2fj.ijrmms.2020.104568&partnerID=40&md5=3990b926d71d371e04560c790ac7d22d"
"Physics-informed neural networks for bias compensation in corrosion fatigue","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091909151&doi=10.2514%2f6.2020-1149&partnerID=40&md5=1586c22656ac93b9c52086ef40dc03df"
"A dimensionally augmented and physics-informed machine learning for quality prediction of additively manufactured high-entropy alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131673758&doi=10.1016%2fj.jmatprotec.2022.117637&partnerID=40&md5=bf634242ba7ffa4ca31794442712dabc"
"Physically Consistent Neural Networks for building thermal modeling: Theory and analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136633793&doi=10.1016%2fj.apenergy.2022.119806&partnerID=40&md5=f6d8fa2ec65a8f78c65c3995b9e542c9"
"Physics-Informed deep learning to predict flow fields in cyclone separators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134367286&doi=10.1016%2fj.dche.2021.100002&partnerID=40&md5=adef4ac0d6587c2f25aaba34e71767e6"
"Deep Domain Decomposition Method: Elliptic Problems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104399274&partnerID=40&md5=b03fec0aed0309998d0b50fb6f1c3776"
"A framework based on physics-informed neural networks and extreme learning for the analysis of composite structures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125537016&doi=10.1016%2fj.compstruc.2022.106761&partnerID=40&md5=929973f0982c786550f2f277f0f5c663"
"Surrogate modeling for physical fields of heat transfer processes based on physics-informed neural network; [基于物理信息神经网络的传热过程物理场代理模型的构建]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103945231&doi=10.11949%2f0438-1157.20201879&partnerID=40&md5=007376376a2245962c0f2b43c2c9fe53"
"Physics informed topology learning in networks of linear dynamical systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075480191&doi=10.1016%2fj.automatica.2019.108705&partnerID=40&md5=4e9ca24e7fa200dce6a44b6c1fdcd180"
"Machine-learning convex and texture-dependent macroscopic yield from crystal plasticity simulations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130554818&doi=10.1016%2fj.mtla.2022.101446&partnerID=40&md5=951ede0b387107f95879352ce1369ad8"
"MFLP-PINN: A physics-informed neural network for multiaxial fatigue life prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143379456&doi=10.1016%2fj.euromechsol.2022.104889&partnerID=40&md5=cca1fedcf13e8928368792dd6123b2ab"
"Parsimony as the ultimate regularizer for physics-informed machine learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123090069&doi=10.1007%2fs11071-021-07118-3&partnerID=40&md5=a7a79a32c913fe81f7e33fc6250250c9"
"Physics and equality constrained artificial neural networks: Application to forward and inverse problems with multi-fidelity data fusion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130170748&doi=10.1016%2fj.jcp.2022.111301&partnerID=40&md5=58d79cf2ff0f0d6c598cfec5627694b3"
"Developing a physics-informed and physics-penalized neural network model for preliminary design of multi-stage friction pendulum bearings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131223733&doi=10.1016%2fj.engappai.2022.104953&partnerID=40&md5=7b8ad94d0199a2cde7c3b3d5b7dcbfc4"
"Physics-informed regularisation procedure in neural networks: An application in blast protection engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128178082&doi=10.1177%2f20414196211073501&partnerID=40&md5=9069a87f5029085982bd90938f33312c"
"Fourier Neural Operator for Solving Subsurface Oil/Water Two-Phase Flow Partial Differential Equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127848157&doi=10.2118%2f209223-PA&partnerID=40&md5=88abcb79bd6646ee168afb00fe1dcbdc"
"High-Rate Structural Health Monitoring and Prognostics: An Overview","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117498057&doi=10.1007%2f978-3-030-76004-5_23&partnerID=40&md5=a37c4e6ba2d1b70ce5d88d584dd5b1a2"
"Applications of Physics-Informed Neural Network for Optical Fiber Communications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134248867&doi=10.1109%2fMCOM.001.2100961&partnerID=40&md5=2c98f7d16e8cd989475eb60899faba3c"
"Drug delivery: Experiments, mathematical modelling and machine learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087275421&doi=10.1016%2fj.compbiomed.2020.103820&partnerID=40&md5=2def4514a3f61d58711ea47b0f7a0fae"
"Predicting Voltammetry Using Physics-Informed Neural Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123352247&doi=10.1021%2facs.jpclett.1c04054&partnerID=40&md5=b275177c4b58ea4747a979b8d487bb0a"
"Magnetostatics and micromagnetics with physics informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122498553&doi=10.1016%2fj.jmmm.2021.168951&partnerID=40&md5=399f755745081c26fa0be2f0c46c0323"
"A data-driven physics-informed neural network for predicting the viscosity of nanofluids","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149442392&doi=10.1063%2f5.0132846&partnerID=40&md5=6c4875f5752469b934361f47fcdf9afb"
"MULTI-FIDELITY GENERATIVE DEEP LEARNING TURBULENT FLOWS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100908469&doi=10.3934%2ffods.2020019&partnerID=40&md5=12e08629f8da4b35b77b18fdae84408a"
"Wave propagation with physics informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119044945&doi=10.1190%2fsegam2020-3425406.1&partnerID=40&md5=9dd96f626a1de6786138e1bbb48492d7"
"Conditional physics informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115891045&doi=10.1016%2fj.cnsns.2021.106041&partnerID=40&md5=a37de3aebc20c0f465f50bcb11795171"
"Adaptive evolution enhanced physics-informed neural networks for time-variant health prognosis of lithium-ion batteries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145592196&doi=10.1016%2fj.jpowsour.2022.232432&partnerID=40&md5=887a86833e3ae9b4f7372402b8763ac6"
"Increasing the Accuracy of Hourly Multi-Output Solar Power Forecast with Physics-Informed Machine Learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122866768&doi=10.3390%2fs22030749&partnerID=40&md5=65108c2681bfa930387c18f5777f750a"
"Incorporating Physical Knowledge Into Machine Learning for Planetary Space Physics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103957076&doi=10.3389%2ffspas.2020.00036&partnerID=40&md5=f43b1eebedb66567ee6b575ca3683cbe"
"A data-driven approach to full-field nonlinear stress distribution and failure pattern prediction in composites using deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131376962&doi=10.1016%2fj.cma.2022.115126&partnerID=40&md5=142c5b5e6a702885958cc37043c1c927"
"Reconstruction of nearshore wave fields based on physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133194560&doi=10.1016%2fj.coastaleng.2022.104167&partnerID=40&md5=a67f9bc0ed8573419a781eb76abebeb4"
"A computational framework for physics-informed symbolic regression with straightforward integration of domain knowledge","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146822063&doi=10.1038%2fs41598-023-28328-2&partnerID=40&md5=b45e30f1d4c1228e9bacf0b18f193129"
"Data-driven selection of constitutive models via rheology-informed neural networks (RhINNs)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135343667&doi=10.1007%2fs00397-022-01357-w&partnerID=40&md5=25cbce15419a9d46d2e0d715086d41df"
"Physics-informed neural networks and functional interpolation for stiff chemical kinetics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131308228&doi=10.1063%2f5.0086649&partnerID=40&md5=561d1556df698df377ed4c18115486a4"
"Physics-informed feature-to-feature learning for design-space dimensionality reduction in shape optimisation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100302674&partnerID=40&md5=a80658b8da83f07d3a6d348d39dc76e1"
"Physics-informed deep learning model in wind turbine response prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122108165&doi=10.1016%2fj.renene.2021.12.058&partnerID=40&md5=c6b29cf323c1cd7711eefd479d2347d9"
"Validation of a deep learning-based material estimation model for Monte Carlo dose calculation in proton therapy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140198502&doi=10.1088%2f1361-6560%2fac9663&partnerID=40&md5=0cb9ea257c6f49a0217ff7e1fda1dae2"
"Machine Learning Methods in CFD for Turbomachinery: A Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130590762&doi=10.3390%2fijtpp7020016&partnerID=40&md5=6f527dcf85b19205c0036c976a234fda"
"Application of physics-informed neural networks for self-similar and transient solutions of spontaneous imbibition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102863028&doi=10.1016%2fj.petrol.2021.108644&partnerID=40&md5=6d77947fd81aa9fcf985f83a0757db4a"
"Knowledge Integration into deep learning in dynamical systems: an overview and taxonomy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103178923&doi=10.1007%2fs12206-021-0342-5&partnerID=40&md5=baf722b4eed1e4c88e8373c0f92ec308"
"Predicting high-fidelity multiphysics data from low-fidelity fluid flow and transport solvers using physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131096084&doi=10.1016%2fj.ijheatfluidflow.2022.109002&partnerID=40&md5=46b640393a7f1e9abcf883cb39e09405"
"Physics-informed Spline Learning for Nonlinear Dynamics Discovery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122119100&partnerID=40&md5=a569a8ce12cb3a3198cfca0263d97a72"
"Data-driven modeling of the mechanical behavior of anisotropic soft biological tissue","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138160851&doi=10.1007%2fs00366-022-01733-3&partnerID=40&md5=9db275f4c86f6b2cbd81432d5eb06c0e"
"Pontryagin neural networks with functional interpolation for optimal intercept problems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105818379&doi=10.3390%2fmath9090996&partnerID=40&md5=a19db1cc28198b194bc22b2ef6207c6f"
"Physics Informed Neural Networks for Electromagnetic Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127041283&doi=10.1109%2fTMAG.2022.3161814&partnerID=40&md5=f71a2347b7ef94b32b3c3d52f04379d5"
"Benchmarking physics-informed machine learning-based short term PV-power forecasting tools","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130529315&doi=10.1016%2fj.egyr.2022.05.006&partnerID=40&md5=2e5bac61a56a26297a85944369d3dc5d"
"Physics model-informed Gaussian process for online optimization of particle accelerators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110400753&doi=10.1103%2fPhysRevAccelBeams.24.072802&partnerID=40&md5=ae737004e1dd2ff1bafa2a2b06ff7887"
"PDE-READ: Human-readable partial differential equation discovery using deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136618920&doi=10.1016%2fj.neunet.2022.07.008&partnerID=40&md5=c969134e637604cc48cb58d9544391a4"
"Full-field structural monitoring using event cameras and physics-informed sparse identification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084065678&doi=10.1016%2fj.ymssp.2020.106905&partnerID=40&md5=0ce585e9008346258001608a962cf0be"
"Bilinear dynamic mode decomposition for quantum control","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104554282&doi=10.1088%2f1367-2630%2fabe972&partnerID=40&md5=e3e54df9491dfd7f09cdde926e019876"
"Inverse Dirichlet weighting enables reliable training of physics informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126707714&doi=10.1088%2f2632-2153%2fac3712&partnerID=40&md5=64a2f4a2ca35968fb639aafbf9f1f989"
"Finite element network analysis: A machine learning based computational framework for the simulation of physical systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101143876&doi=10.1016%2fj.compstruc.2021.106484&partnerID=40&md5=7f98bceae6b8c6904bbb00c30be6125b"
"Data driven method for predicting the effect of process parameters on the fatigue response of additive manufactured AlSi10Mg parts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146426930&doi=10.1016%2fj.ijfatigue.2023.107500&partnerID=40&md5=bd14e0b5eb0af7debdacb026ee47ae25"
"A Physics-Informed Graph Attention-based Approach for Power Flow Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125831901&doi=10.1109%2fICMLA52953.2021.00261&partnerID=40&md5=5ddad5b0257c89d3d5f714bb549ca229"
"Variational Onsager Neural Networks (VONNs): A thermodynamics-based variational learning strategy for non-equilibrium PDEs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127319045&doi=10.1016%2fj.jmps.2022.104856&partnerID=40&md5=a979cbab61f4612878e3ef8c71c45856"
"Physics-informed convolutional neural networks for temperature field prediction of heat source layout without labeled data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140293884&doi=10.1016%2fj.engappai.2022.105516&partnerID=40&md5=0f374f8ba9785b3c8bacd0c4e64ca6c1"
"Recent advances in the application of deep learning for fault diagnosis of rotating machinery using vibration signals","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139460321&doi=10.1007%2fs10462-022-10293-3&partnerID=40&md5=ef3d8f9a424144fe575d956f30bfcafe"
"A physics-informed machine learning approach for notch fatigue evaluation of alloys used in aerospace","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147195686&doi=10.1016%2fj.ijfatigue.2023.107536&partnerID=40&md5=4df6fc179a5e566d5572bf90799d00b5"
"Machine learning-based fatigue life prediction of metal materials: Perspectives of physics-informed and data-driven hybrid methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151545940&doi=10.1016%2fj.engfracmech.2023.109242&partnerID=40&md5=5985f166d7d0e898841464eae2031962"
"Digital twinning of self-sensing structures using the statistical finite element method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141456151&doi=10.1017%2fdce.2022.28&partnerID=40&md5=d194732f86500890c15708ba91c4ef33"
"Physics-informed neural networks method in high-dimensional integrable systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115834609&doi=10.1142%2fS021798492150531X&partnerID=40&md5=dba67c484f6f361483762125f31c28ce"
"A physics-informed reinforcement learning-based strategy for local and coordinated ramp metering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124615671&doi=10.1016%2fj.trc.2022.103584&partnerID=40&md5=4974c346d6348ef71bf1c92d8efca6fe"
"Constructing Neural Network Based Models for Simulating Dynamical Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151845803&doi=10.1145%2f3567591&partnerID=40&md5=f8089cc839b65eb877231aa923dd0064"
"Physics-informed machine learning based RANS turbulence modeling convection heat transfer of supercritical pressure fluid","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141951776&doi=10.1016%2fj.ijheatmasstransfer.2022.123622&partnerID=40&md5=406d18a52a8001528dd01b93d55c27ac"
"Physics-informed neural network for polarimetric underwater imaging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131781336&doi=10.1364%2fOE.461074&partnerID=40&md5=c61534b36381255c6664cf3aa4469a14"
"PINN-FORM: A new physics-informed neural network for reliability analysis with partial differential equation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162265421&doi=10.1016%2fj.cma.2023.116172&partnerID=40&md5=c9aea93475986e60149d077ee051a6f4"
"Low-temperature plasma simulation based on physics-informed neural networks: Frameworks and preliminary applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137123119&doi=10.1063%2f5.0106506&partnerID=40&md5=ee0bcfc7725ccae602da8a5f58ed0b86"
"Integrating Electrochemical Modeling with Machine Learning for Lithium-Ion Batteries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111938447&doi=10.23919%2fACC50511.2021.9482997&partnerID=40&md5=71b8c6b549a512913a4909779ec61b2d"
"Physics-informed data based neural networks for two-dimensional turbulence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131201586&doi=10.1063%2f5.0090050&partnerID=40&md5=36c9d21309bf792a18737e0b6276543e"
"Active flow control using deep reinforcement learning with time delays in Markov decision process and autoregressive policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129844449&doi=10.1063%2f5.0086871&partnerID=40&md5=bf2df8ecdb94f1a9c6a9c55b99734041"
"Machine learning techniques for fractured media","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091116788&doi=10.1016%2fbs.agph.2020.08.001&partnerID=40&md5=4f8304fbaf2de552b3d8f69d1b5caeac"
"A practical approach to flow field reconstruction with sparse or incomplete data through physics informed neural network; [通过融合物理神经网络重构稀疏或不完整数据流场的实用方法]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148449070&doi=10.1007%2fs10409-022-22302-x&partnerID=40&md5=f7b8955022539e8911b5ce2727602b5c"
"Physics-informed PointNet: A deep learning solver for steady-state incompressible flows and thermal fields on multiple sets of irregular geometries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135788182&doi=10.1016%2fj.jcp.2022.111510&partnerID=40&md5=96f3bad222a6d02538af77f61076abb4"
"Simple computational strategies for more effective physics-informed neural networks modeling of turbulent natural convection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124215906&doi=10.1016%2fj.jcp.2022.111022&partnerID=40&md5=f0260e71bc5cac947d68cf34032558bc"
"Enhancing predictive skills in physically-consistent way: Physics Informed Machine Learning for hydrological processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142448312&doi=10.1016%2fj.jhydrol.2022.128618&partnerID=40&md5=c2b28f37e5ba11140d8b018ea39e33d9"
"A Physics-Informed Convolutional Neural Network with Custom Loss Functions for Porosity Prediction in Laser Metal Deposition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122372019&doi=10.3390%2fs22020494&partnerID=40&md5=1a22cada6b6a5e5424207ff6f783e14a"
"Physics-informed machine learning for predictive turbulence modeling: Progress and perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017269971&partnerID=40&md5=f852799c0c1f8f746954d9756c788176"
"AFARN: Domain Adaptation for Intelligent Cross-Domain Bearing Fault Diagnosis in Nuclear Circulating Water Pump","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130839266&doi=10.1109%2fTII.2022.3177459&partnerID=40&md5=f07e495a6743b5f5255473797e850e6c"
"A novel workflow based on physics-informed machine learning to determine the permeability profile of fractured coal seams using downhole geophysical logs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107789799&doi=10.1016%2fj.marpetgeo.2021.105171&partnerID=40&md5=777ff500094c4357c8f845030f818833"
"A novel meta-learning initialization method for physics-informed neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129532578&doi=10.1007%2fs00521-022-07294-2&partnerID=40&md5=fa6be77e241d81882b4db1a373795a17"
"Gaussian process regression constrained by boundary value problems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117752796&doi=10.1016%2fj.cma.2021.114117&partnerID=40&md5=4ade9152d162b33d38985dc1e2c1e10f"
"Physics informed neural networks for velocity inversion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121868086&doi=10.1190%2fsegam2019-3216823.1&partnerID=40&md5=cc0450dcaff646c7df4f57d086722db3"
"Data-driven rogue waves and parameters discovery in nearly integrable PT-symmetric Gross–Pitaevskii equations via PINNs deep learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134434946&doi=10.1016%2fj.physd.2022.133430&partnerID=40&md5=77374c9f2acd312912bd7e60e809c6c0"
"Explainable Artificial Intelligence for Mechanics: Physics-Explaining Neural Networks for Constitutive Models","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125258317&doi=10.3389%2ffmats.2021.824958&partnerID=40&md5=4a2f11158605c13879770c0cf2239ce3"
"PID-GAN: A GAN Framework based on a Physics-informed Discriminator for Uncertainty Quantification with Physics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114953315&doi=10.1145%2f3447548.3467449&partnerID=40&md5=ee32636eb02af0ae26fec0aa65f2b24b"
"Data Assimilation and Optimal Calibration in Nonlinear Models of Flame Dynamics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105621874&doi=10.1115%2f1.4044378&partnerID=40&md5=39f01f123602b0514ddb93f03046358c"
"Transferable, Deep-Learning-Driven Fast Prediction and Design of Thermal Transport in Mechanically Stretched Graphene Flakes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118209015&doi=10.1021%2facsnano.1c06340&partnerID=40&md5=c3628f91c08fdf042792c0b9f423deb0"
"Ultrasound Computed Tomography using physical-informed Neural Network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122889811&doi=10.1109%2fIUS52206.2021.9593314&partnerID=40&md5=230ef5b65506cc0a236202d6b9a55297"
"Simulating seismic multifrequency wavefields with the Fourier feature physics-informed neural network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144604941&doi=10.1093%2fgji%2fggac399&partnerID=40&md5=5c44136b627d2fc605560de76fd91448"
"Modeling finite-strain plasticity using physics-informed neural network and assessment of the network performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144611235&doi=10.1016%2fj.jmps.2022.105177&partnerID=40&md5=b60c674cc14c0f5e3529b637dbc4f9dd"
"Physics-informed machine learning-aided framework for prediction of minimum film boiling temperature","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127338372&doi=10.1016%2fj.ijheatmasstransfer.2022.122839&partnerID=40&md5=45512bc394021d6ab424b4c14a83b75c"
